|The Lucifer Effect: Understanding How Good People Turn Evil|
|The Golden Condom: And Other Essays on Love Lost and Found|
|It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle|
|An Unquiet Mind: A Memoir of Moods and Madness|
|Thinking, Fast and Slow|
|Civilization and Its Discontents|
|8 Keys to Mental Health Through Exercise|
