|The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life|
|Eat Fat, Get Thin|
|10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!|
|The Art and Science of Low Carbohydrate Living|
