|Online Marketing for Busy Authors: A Step-By-Step Guide|
|How to Be Miserable: 40 Strategies You Already Use|
|Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress|
|You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life|
|How to Stop Worrying and Start Living|
