|In Her Wake|
|The Elephant Tree|
|Behind Closed Doors|
|You (You #1)|
|The Guilty (Will Robie #4)|
|The 14th Colony (Cotton Malone #11)|
|Give It Back|
|Killing Floor (Jack Reacher #1)|
|The Bone Hunters (Lexy Vaughan & Steven Macaulay #2)|
|Far From True (Promise Falls Trilogy #2)|
|The Travelers|
